v1,v2
personal,"Omw back to tampa from west palm, you hear what happened?"
personal,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter.."
personal,K. Did you call me just now ah? 
business,"Do Not Buy This Software!: I tried this software as an alternative to ULead's DVD PictureShow. The good news: DVD Photoplay makes it easier to load pictures into a slide show project than ULead's software.The bad news: THE SOFTWARE DOESN'T WORK. I've tested the program on three computers: An IBM Laptop with a HP USB CD Writer, a Dell desktop with an internal CD Writer, and a Sony VAIO desktop with an internal CD Writer. Whenever I tried to write the project to CD, the software failed to recognize my CD Writer on each machine.I emailed customer support, and though I was assured I would receive an answer within 3 days, 10 days later I still haven't heard from them.I wish I had kept my receipt so that I could get my money back for this worthless software..."
personal,Ok. So april. Cant wait
personal,I come n pick Ã_ up... Come out immediately aft ur lesson...
personal,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?"
personal,Ok thanx...
personal,\YEH I AM DEF UP4 SOMETHING SAT
personal,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing
personal,Same. Wana plan a trip sometme then
personal,"Nah can't help you there, I've never had an iphone"
business,great Christmas gift: This is a classic Christmas tale and was a wonderful gift. I bought it for my friend and she said she will watch it every year.
personal,I was at bugis juz now wat... But now i'm walking home oredi... Ãœ so late then reply... I oso saw a top dat i like but din buy... Where r Ã_ now? 
personal,Well I might not come then...
personal,Pathaya enketa maraikara pa'
business,"The Unbearable Length of Worker & Parasite (End Spoiler): Basically, it goes like this, Eastern European intellects survive by being in constant angst and having lots of sex. At the end, of what seems frigging hours and hours of self-loathing, when they finally find happiness, they all die in a truck accident."
business,"this will interest children in insects: This would be a great book for use in elementary school science classes. It has a wonderful layout, with many beautiful photographs (if insects can be called beautiful). The text, mixed nicely with the pictures, covers basic information on insects as well as various interesting facts."
personal,:-) yeah! Lol. Luckily i didn't have a starring role like you!
business,"There is no way anyone with a soul could ever give this a negative review....: This is one of the sweetest, sad, funny, and actually profound Christmas specials ever. Well, maybe not Dostoyevsky deepness, but there is quite a lot of depth here, unlike a lot of modern Christmas specials, which are just plugs for toys. The suits at CBS hated this series. They thought it was too intelligent for kids, and they didn't like Vince Guardaldi's jazz score (which is a bonafide classic now). It almost didn't air. Luckily, it did, and we are all better people for it."
personal,Dear where you will be when i reach there
business,"Review of Transformers:Dark of the Moon: This is an enjoyable science fiction actioner, with a fairly plausible plot for this type movie. It also has excellent acting, both the live actors and the voice acting for the Transformer robots. Only beef is that it's language makes it inappropriate for tweens and pre-teens. Overall, excellent for adults and recommended."
personal,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.
personal,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao..."
personal,I walked an hour 2 c u! doesnÂ’t that show I care y wont u believe im serious?
business,"Broke the 2nd time I wore it, great until then: I think this product provided a great fit. I was able to hook on the first row by myself within about 5 mins max. It wasn't quite as difficult to get on as I thought it might be, although it isn't particularly easy either. I tried it on and wore for about 2 hours, and then the 2nd time I wore it had it on for about the same period of time. I took it off and one of the metal boning pieces had popped through and was hanging out at the bottom. This product is far too expensive to have something like that happen. The fit on me was snug, but I am sure I had the correct size. Now I have to figure out how to get this resolved."
personal,Sorry for the delay. Yes masters
personal,K. I will sent it again
personal,Honey boo I'm missing u.
personal,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now..."
personal,"Night night, see you tomorrow"
personal,Omg how did u know what I ate?
personal,Oh ok no prob..
personal,Will Ã_ b going to esplanade fr home?
personal,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
personal,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.
personal,"K, can I pick up another 8th when you're done?"
personal,If i said anything wrong sorry de:-)
personal,"Haha yeah I see that now, be there in a sec"
personal,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D"
personal,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
personal,Is there any training tomorrow?
personal,In fact when do you leave? I think addie goes back to school tues or wed
personal,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  
personal,"Hmm well, night night "
personal,She.s find. I sent you an offline message to know how anjola's now.
personal,Have you started in skye
business,"Typical Thomas video, all about James: THe biggest problem with this DVD is the order of the episodes as someone has complained about in many other video reviews. Several episodes specifically refer to an episode where a bootstrap is used on James's brake line. The episode in which this actually occurs is one of the last on the DVD. It would have taken like 10 more minutes to have the videos play in chronological order. Other than that it is a good DVD with 8 Thomas and Friends stories in which James is prominent. I have a personal complaint too. I purchased this in a store not online. Even though the box said it includes a bonus WOODEN train. My box actually had a TAKE ALONG Bertie in it. My son didn't have a Bertie so I was eager to get it but I didn't realize it was a metal take along kind not a wooden series. My son has no other take along items because we think the wooden series is far better."
